baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl
1945.45983993004	4.82827630541994	0.59407996919332	8.12731712192904	4.38896067149114e-16	8.10202139957265e-12	Nnat	ENSMUSG00000067786
184.854029752348	7.76341867347786	1.07712188810414	7.20755817815787	5.6964104932506e-13	5.2577868852703e-09	Slc5a7	ENSMUSG00000023945
105.64344835094	7.5633700993365	1.13858414481064	6.64278536971405	3.07809916694067e-11	1.89405702072416e-07	Itgad	ENSMUSG00000070369
4005.89566081822	5.96505912228917	0.972011546901288	6.13681919860459	8.41901090049324e-10	3.88537353057763e-06	Lep	ENSMUSG00000059201
29.5859213706573	7.76827160560766	1.28008942533467	6.06853822230172	1.29079698330794e-09	4.76562246237293e-06	Prr32	ENSMUSG00000037086
58.3012325005856	3.62205520922168	0.623694514485906	5.80741873641015	6.3443326994123e-09	1.6730911661593e-05	Wfdc21	ENSMUSG00000051748
147.032287790583	5.65134381471083	0.971826950825175	5.81517502669821	6.05704760856827e-09	1.6730911661593e-05	Ubd	ENSMUSG00000035186
180.841493881813	6.93494750623347	1.21438199840235	5.71068042457572	1.12525371061207e-08	2.59652293723734e-05	Tph2	ENSMUSG00000006764
114.724287113408	6.07881072874289	1.10949354238908	5.47890591201944	4.27963845099442e-08	8.778013978373e-05	Saa3	ENSMUSG00000040026
97.4188673601406	2.94856131283725	0.543944428048801	5.42070322038986	5.9365044025696e-08	0.000101830651931306	NA	ENSMUSG00000102329
21.3528961079906	3.33469841271385	0.615622819036076	5.41678818523203	6.0679153371851e-08	0.000101830651931306	Brip1	ENSMUSG00000034329
1460.1024541269	-0.472268858719919	0.0881319066801298	-5.35865927006429	8.38418057257992e-08	0.000128976644474854	Flrt3	ENSMUSG00000051379
26.1178480668139	4.30155580827727	0.816993107214787	5.26510660896726	1.40108029205992e-07	0.000183345991580109	Dhrs9	ENSMUSG00000027068
3012.86989211678	0.83775435168639	0.159818183932404	5.24192135758923	1.58913102127938e-07	0.000183345991580109	Dbp	ENSMUSG00000059824
1909.323570587	0.574419491331585	0.108919163001558	5.27381477695865	1.33616765570856e-07	0.000183345991580109	Rarg	ENSMUSG00000001288
327.768595789885	3.0332747962301	0.577807633412252	5.24962742066429	1.52407147989582e-07	0.000183345991580109	Cdsn	ENSMUSG00000039518
193.381879858595	2.95699617366156	0.571055192341082	5.17812676133657	2.24124930996953e-07	0.000233274622054751	Paqr9	ENSMUSG00000064225
88.6456281802633	1.71278359630095	0.330949115882988	5.17536839985555	2.27461711646019e-07	0.000233274622054751	Slc8a1	ENSMUSG00000054640
